"inicio";"fin";"humidity (sanpedro 002)";"std";"min";"max";"temperature (sanpedro 002)";"std";"min";"max"
"2013-04-24 20:00:00";"2013-04-24 21:00:00";;;;;;;;
"2013-04-24 21:00:00";"2013-04-24 22:00:00";;;;;;;;
"2013-04-24 22:00:00";"2013-04-24 23:00:00";;;;;;;;
"2013-04-24 23:00:00";"2013-04-25 00:00:00";;;;;;;;
"2013-04-25 00:00:00";"2013-04-25 01:00:00";;;;;;;;
"2013-04-25 01:00:00";"2013-04-25 02:00:00";;;;;;;;
"2013-04-25 02:00:00";"2013-04-25 03:00:00";;;;;;;;
"2013-04-25 03:00:00";"2013-04-25 04:00:00";;;;;;;;
"2013-04-25 04:00:00";"2013-04-25 05:00:00";;;;;;;;
"2013-04-25 05:00:00";"2013-04-25 06:00:00";;;;;;;;
"2013-04-25 06:00:00";"2013-04-25 07:00:00";;;;;;;;
"2013-04-25 07:00:00";"2013-04-25 08:00:00";;;;;;;;
"2013-04-25 08:00:00";"2013-04-25 09:00:00";;;;;;;;
"2013-04-25 09:00:00";"2013-04-25 10:00:00";;;;;;;;
"2013-04-25 10:00:00";"2013-04-25 11:00:00";;;;;;;;
"2013-04-25 11:00:00";"2013-04-25 12:00:00";;;;;;;;
"2013-04-25 12:00:00";"2013-04-25 13:00:00";;;;;;;;
"2013-04-25 13:00:00";"2013-04-25 14:00:00";;;;;;;;
"2013-04-25 14:00:00";"2013-04-25 15:00:00";;;;;;;;
"2013-04-25 15:00:00";"2013-04-25 16:00:00";;;;;;;;
"2013-04-25 16:00:00";"2013-04-25 17:00:00";;;;;;;;
"2013-04-25 17:00:00";"2013-04-25 18:00:00";;;;;;;;
"2013-04-25 18:00:00";"2013-04-25 19:00:00";;;;;;;;
"2013-04-25 19:00:00";"2013-04-25 20:00:00";;;;;;;;
"2013-04-25 20:00:00";"2013-04-25 21:00:00";;;;;;;;
"2013-04-25 21:00:00";"2013-04-25 22:00:00";;;;;;;;
"2013-04-25 22:00:00";"2013-04-25 23:00:00";;;;;;;;
"2013-04-25 23:00:00";"2013-04-26 00:00:00";;;;;;;;
"2013-04-26 00:00:00";"2013-04-26 01:00:00";;;;;;;;
"2013-04-26 01:00:00";"2013-04-26 02:00:00";;;;;;;;
"2013-04-26 02:00:00";"2013-04-26 03:00:00";;;;;;;;
"2013-04-26 03:00:00";"2013-04-26 04:00:00";;;;;;;;
"2013-04-26 04:00:00";"2013-04-26 05:00:00";;;;;;;;
"2013-04-26 05:00:00";"2013-04-26 06:00:00";;;;;;;;
"2013-04-26 06:00:00";"2013-04-26 07:00:00";;;;;;;;
"2013-04-26 07:00:00";"2013-04-26 08:00:00";;;;;;;;
"2013-04-26 08:00:00";"2013-04-26 09:00:00";;;;;;;;
"2013-04-26 09:00:00";"2013-04-26 10:00:00";;;;;;;;
"2013-04-26 10:00:00";"2013-04-26 11:00:00";54.88649;5.58687;45.3;68;21.58198;1.87858;19.4;26.4
"2013-04-26 11:00:00";"2013-04-26 12:00:00";;;;;;;;
"2013-04-26 12:00:00";"2013-04-26 13:00:00";;;;;;;;
"2013-04-26 13:00:00";"2013-04-26 14:00:00";54.3427;2.27339;48.3;59.6;23.90337;1.9413;22.6;27.8
"2013-04-26 14:00:00";"2013-04-26 15:00:00";;;;;;;;
"2013-04-26 15:00:00";"2013-04-26 16:00:00";56.98444;1.70893;55.2;62.3;22.39333;0.98779;21.7;24.1
"2013-04-26 16:00:00";"2013-04-26 17:00:00";;;;;;;;
"2013-04-26 17:00:00";"2013-04-26 18:00:00";84.12936;6.63217;75;95;16.56606;0.90353;15.2;18.8
"2013-04-26 18:00:00";"2013-04-26 19:00:00";90.42;3.71424;86.8;95;15.34;0.38131;14.9;16
"2013-04-26 19:00:00";"2013-04-26 20:00:00";91.64118;3.34507;86.7;94.9;14.63529;0.31049;14.2;15.1
"2013-04-26 20:00:00";"2013-04-26 21:00:00";;;;;;;;
"2013-04-26 21:00:00";"2013-04-26 22:00:00";92.00769;3.09179;86.7;94.8;13.86154;0.25582;13.5;14.2
"2013-04-26 22:00:00";"2013-04-26 23:00:00";;;;;;;;
"2013-04-26 23:00:00";"2013-04-27 00:00:00";91.275;3.04826;86.3;94.6;11.45;0.40311;10.8;11.9
