"inicio";"fin";"humidity (sanpedro 004)";"std";"min";"max";"temp_dry (sanpedro 004)";"std";"min";"max";"temp_wet (sanpedro 004)";"std";"min";"max"
"2013-01-22 16:48:00";"2013-01-22 19:54:00";;;;;;;;;;;;
"2013-01-22 19:54:00";"2013-01-22 23:00:00";;;;;;;;;;;;
"2013-01-22 23:00:00";"2013-01-23 02:06:00";;;;;;;;;;;;
"2013-01-23 02:06:00";"2013-01-23 05:12:00";;;;;;;;;;;;
"2013-01-23 05:12:00";"2013-01-23 08:18:00";;;;;;;;;;;;
"2013-01-23 08:18:00";"2013-01-23 11:24:00";;;;;;;;;;;;
"2013-01-23 11:24:00";"2013-01-23 14:30:00";;;;;;;;;;;;
"2013-01-23 14:30:00";"2013-01-23 17:36:00";;;;;;;;;;;;
"2013-01-23 17:36:00";"2013-01-23 20:42:00";;;;;;;;;;;;
"2013-01-23 20:42:00";"2013-01-23 23:48:00";;;;;;;;;;;;
"2013-01-23 23:48:00";"2013-01-24 02:54:00";;;;;;;;;;;;
"2013-01-24 02:54:00";"2013-01-24 06:00:00";;;;;;;;;;;;
"2013-01-24 06:00:00";"2013-01-24 09:06:00";;;;;;;;;;;;
"2013-01-24 09:06:00";"2013-01-24 12:12:00";;;;;;;;;;;;
"2013-01-24 12:12:00";"2013-01-24 15:18:00";;;;;;;;;;;;
"2013-01-24 15:18:00";"2013-01-24 18:24:00";;;;;;;;;;;;
"2013-01-24 18:24:00";"2013-01-24 21:30:00";;;;;;;;;;;;
"2013-01-24 21:30:00";"2013-01-25 00:36:00";;;;;;;;;;;;
"2013-01-25 00:36:00";"2013-01-25 03:42:00";;;;;;;;;;;;
"2013-01-25 03:42:00";"2013-01-25 06:48:00";;;;;;;;;;;;
"2013-01-25 06:48:00";"2013-01-25 09:54:00";;;;;;;;;;;;
"2013-01-25 09:54:00";"2013-01-25 13:00:00";;;;;;;;;;;;
"2013-01-25 13:00:00";"2013-01-25 16:06:00";;;;;;;;;;;;
"2013-01-25 16:06:00";"2013-01-25 19:12:00";;;;;;;;;;;;
"2013-01-25 19:12:00";"2013-01-25 22:18:00";;;;;;;;;;;;
"2013-01-25 22:18:00";"2013-01-26 01:24:00";;;;;;;;;;;;
"2013-01-26 01:24:00";"2013-01-26 04:30:00";;;;;;;;;;;;
"2013-01-26 04:30:00";"2013-01-26 07:36:00";;;;;;;;;;;;
"2013-01-26 07:36:00";"2013-01-26 10:42:00";;;;;;;;;;;;
"2013-01-26 10:42:00";"2013-01-26 13:48:00";;;;;;;;;;;;
"2013-01-26 13:48:00";"2013-01-26 16:54:00";;;;;;;;;;;;
"2013-01-26 16:54:00";"2013-01-26 20:00:00";;;;;;;;;;;;
"2013-01-26 20:00:00";"2013-01-26 23:06:00";;;;;;;;;;;;
"2013-01-26 23:06:00";"2013-01-27 02:12:00";;;;;;;;;;;;
"2013-01-27 02:12:00";"2013-01-27 05:18:00";;;;;;;;;;;;
"2013-01-27 05:18:00";"2013-01-27 08:24:00";;;;;;;;;;;;
"2013-01-27 08:24:00";"2013-01-27 11:30:00";;;;;;;;;;;;
"2013-01-27 11:30:00";"2013-01-27 14:36:00";;;;;;;;;;;;
"2013-01-27 14:36:00";"2013-01-27 17:42:00";;;;;;;;;;;;
"2013-01-27 17:42:00";"2013-01-27 20:48:00";;;;;;;;;;;;
"2013-01-27 20:48:00";"2013-01-27 23:54:00";;;;;;;;;;;;
"2013-01-27 23:54:00";"2013-01-28 03:00:00";;;;;;;;;;;;
"2013-01-28 03:00:00";"2013-01-28 06:06:00";;;;;;;;;;;;
"2013-01-28 06:06:00";"2013-01-28 09:12:00";;;;;;;;;;;;
"2013-01-28 09:12:00";"2013-01-28 12:18:00";;;;;;;;;;;;
"2013-01-28 12:18:00";"2013-01-28 15:24:00";;;;;;;;;;;;
"2013-01-28 15:24:00";"2013-01-28 18:30:00";;;;;;;;;;;;
"2013-01-28 18:30:00";"2013-01-28 21:36:00";;;;;;;;;;;;
"2013-01-28 21:36:00";"2013-01-29 00:42:00";;;;;;;;;;;;
"2013-01-29 00:42:00";"2013-01-29 03:48:00";;;;;;;;;;;;
"2013-01-29 03:48:00";"2013-01-29 06:54:00";;;;;;;;;;;;
"2013-01-29 06:54:00";"2013-01-29 10:00:00";;;;;;;;;;;;
"2013-01-29 10:00:00";"2013-01-29 13:06:00";;;;;;;;;;;;
"2013-01-29 13:06:00";"2013-01-29 16:12:00";;;;;;;;;;;;
